Month,Year,ExpenditureCategory,CPI(2006=100)
2,2014,Dentist Services,136.4
2,2014,Accompanying Medical Services,121.5
2,2014,Transport,168
2,2014,Procurement of Vehicles,128.3
2,2014,Cars,126.8
2,2014,Bycicles,180.2
2,2014,Vehicles Use and Maintenance,174
2,2014,Reserve Parts,154.7
2,2014,Fuels and Lubricants for Passenger Vehicles,183.5
2,2014,Maintenance of Passenger Vehicles,154.6
2,2014,Other Vehicle Related Services,139.3
2,2014,Transport Services,184.2
2,2014,Rail Passenger Transport,140
2,2014,Road Passenger Transport,188.2
2,2014,Plane Passenger Transport,134.2
2,2014,Communication,127.4
2,2014,Mail Services,128.6
2,2014,Telephone Equipment,126.8
2,2014,Telephone and Other Equipment,126.8
2,2014,Telephone Services,124.4
2,2014,Culture and Recreation,165.1
2,2014,"Audio-Video, Photographic and Computer Equipment",93.2
2,2014,"Sound and Picture Reciving, Capturing and Reproduction Equipment",90.2
2,2014,Photographic and Film Equipment,63.8
2,2014,Computer Equipment,
2,2014,Sound and Picture Capturing Medium,88.5
2,2014,"Audio-Visual, Photographic and Computer Equipment Maintenance",195.3
2,2014,Grearer Lasting Goods for Culture and Recreation,75.6
2,2014,Musical Instruments,75.6
2,2014,"Other Recreational, Garden and Pet-related Equipment",185.3
2,2014,"Toys, Games and Hobbies",195.7
2,2014,Camping and Sport Equipment,
2,2014,"Garden, Seedling and Flower",175.9
2,2014,Pets and Pet-related Means and Services,
2,2014,Vet and Other Pet Services,
2,2014,Cultural and Recreational Services,185.1
2,2014,Recreational Services,163.7
2,2014,Cultural Services,183.2
2,2014,"Newspaper, Books and Office Equipment",174.1
2,2014,Books,243.3
2,2014,Newspapers and Magazines,118.3
2,2014,Office Equipments,186.5
2,2014,Package Deals,
2,2014,Education,149.5
2,2014,Highschool Education,136.1
2,2014,Higher Education,156.5
2,2014,Other Types of Education,143.7
2,2014,Restaurants and Hotels,167.7
2,2014,"Restaurants, Cafes and Canteens",165.9
2,2014,Restaurants and Cafes,165.9
2,2014,Accommodation Services,165.9
2,2014,Accommodation,170.9
2,2014,Other Personal Items and Other Services,160.5
2,2014,Personal Care,166.4
2,2014,Cosmetic and Hairdresser Services,150
2,2014,Personal Care Electrical Equipment,153.7
2,2014,Other Personal Care Items,173.6
2,2014,Personal Items,181.7
2,2014,Jewelry and Watches,275.3
2,2014,Other Personal Items,147.7
2,2014,Social Security,181.6
2,2014,Insurance,112.6
2,2014,Dwelling Insurance,129.3
2,2014,Vehicle Insurance,108.6
2,2014,Financial Services,166.9
2,2014,Other Financial Services,166.9
2,2014,Other Services,157.6
2,2015,Total,181.1
2,2015,Food and Non-alcoholic Drinks,191.1
2,2015,Food,193.8
2,2015,Bread and Cereal,197.3
2,2015,Meat,157.4
2,2015,Fish,191.3
2,2015,"Milk, Cheese and Eggs",209.4
2,2015,Oils and Fats,161.8
2,2015,Fruit,180.3
2,2015,Vegetables,271.6
2,2015,"Sugar, Jam, Honey and Chocolate",147.6
2,2015,Other Eatable Prducts,177
2,2015,Non-alcoholic Drinks,169.1
2,2015,"Coffee, Tea and Cocoa",209.7
2,2015,"Mineral Water, Non-alcoholic Drinks and Juices",143.9
2,2015,"Alcoholic Drinks, Tobacco and Narcotics",315
2,2015,Alcoholic Drinks,207.8
2,2015,Strong Alcoholic Drinks,185.3
2,2015,Wine,207.3
2,2015,Beer,211.6
2,2015,Tobacco,368.7
2,2015,Clothing and Footwear,132.1
2,2015,Clothing,137.2
2,2015,Clothing Material,131
2,2015,Garments,136.3
2,2015,Other Garments,159.3
2,2015,Clothing Maintenance,144.6
2,2015,Footwear,123.5
2,2015,Footwear,121.6
2,2015,Footwear Maintenance,172.1
2,2015,"Housing, Water, Energy, Gas and Other Fuels",193.6
2,2015,Real Rent,144.5
2,2015,Rent,144.5
2,2015,Apartment Maintenance,203
2,2015,Materials for Apartment Maintenance,176.5
2,2015,Apartment Maintenance Services,226.5
2,2015,Waterworks and Other Housing Services,231.7
2,2015,Water Supply,250.4
2,2015,Garbage Collection,173.2
2,2015,Waste Water Drainage,302.1
2,2015,"Energy, Gas and Other Fuels",193.7
2,2015,Hosehold Electric Energy,189.5
2,2015,Gas,223
2,2015,Liquid Fuels,215.2
2,2015,Solid Fuels,173.6
2,2015,Distric Heating,289.8
2,2015,Household Equipment and Maintenance,154.3
2,2015,"Furniture, Carpets and Other Rugs",129.1
2,2015,"Furniture, Lightning and Decorative Ornaments",122.7
2,2015,Carpets and Other Floor Rugs,157.2
2,2015,"Repair of Furniture, Lighting and Floor Coverings",131.5
2,2015,Textile for Household Use,141.3
2,2015,Household Appliances,148.3
2,2015,Big Household Appliances,138.2
2,2015,Small Electrical Appliances,129.5
2,2015,Household Appliances Maintenance,274.9
2,2015,Dishes and Cutlery,168
2,2015,Tools and Other Equipment for House and Garden,136.9
2,2015,Bigger House and Garden Tools and Equipment,133.1
2,2015,Small Tools and Accessories,140.1
2,2015,Funds and Services for Ongoing Maintenance of Dwelling,166.1
2,2015,Dwelling Maintenance Funds,163.5
2,2015,Dwelling Maintenance Services,182.1
2,2015,Health,160.9
2,2015,Medication and Medical Equipment,169
2,2015,Medication,172
2,2015,Other Medical Products,196.9
2,2015,Therapeutic Products and Equipment,94.1
2,2015,Non-hospital Health Services,146.6
2,2015,Medical Services,184
2,2015,Dentist Services,136.7
2,2015,Accompanying Medical Services,120.7
2,2015,Transport,163.8
2,2015,Procurement of Vehicles,135.7
2,2015,Cars,134.1
2,2015,Bycicles,183
2,2015,Vehicles Use and Maintenance,162
2,2015,Reserve Parts,151.5
2,2015,Fuels and Lubricants for Passenger Vehicles,164.4
2,2015,Maintenance of Passenger Vehicles,160.3
2,2015,Other Vehicle Related Services,143.2
2,2015,Transport Services,189.2
2,2015,Rail Passenger Transport,140
2,2015,Road Passenger Transport,193.4
2,2015,Plane Passenger Transport,140.8
2,2015,Communication,129
2,2015,Mail Services,168.7
2,2015,Telephone Equipment,136.7
2,2015,Telephone and Other Equipment,125.3
2,2015,Telephone Services,116.8
2,2015,Culture and Recreation,172
2,2015,"Audio-Video, Photographic and Computer Equipment",93.9
2,2015,"Sound and Picture Reciving, Capturing and Reproduction Equipment",89.4
2,2015,Photographic and Film Equipment,63.2
2,2015,Computer Equipment,109.3
2,2015,Sound and Picture Capturing Medium,86.6
2,2015,"Audio-Visual, Photographic and Computer Equipment Maintenance",204.4
2,2015,Grearer Lasting Goods for Culture and Recreation,77.6
2,2015,Musical Instruments,77.6
2,2015,"Other Recreational, Garden and Pet-related Equipment",186.7
2,2015,"Toys, Games and Hobbies",188
2,2015,Camping and Sport Equipment,135.5
2,2015,"Garden, Seedling and Flower",176.9
2,2015,Pets and Pet-related Means and Services,122.9
2,2015,Vet and Other Pet Services,134.8
2,2015,Cultural and Recreational Services,188.7
2,2015,Recreational Services,174.7
2,2015,Cultural Services,184.3
2,2015,"Newspaper, Books and Office Equipment",175.4
2,2015,Books,244.9
2,2015,Newspapers and Magazines,118.3
2,2015,Office Equipments,193.2
2,2015,Package Deals,148.8
2,2015,Education,152.3
2,2015,Highschool Education,138.3
2,2015,Higher Education,159.5
2,2015,Other Types of Education,146.8
2,2015,Restaurants and Hotels,172
2,2015,"Restaurants, Cafes and Canteens",170.4
2,2015,Restaurants and Cafes,170.4
2,2015,Accommodation Services,169.4
2,2015,Accommodation,173.8
2,2015,Other Personal Items and Other Services,169.2
2,2015,Personal Care,175.5
2,2015,Cosmetic and Hairdresser Services,160.4
2,2015,Personal Care Electrical Equipment,155.9
2,2015,Other Personal Care Items,182.6
2,2015,Personal Items,189.1
2,2015,Jewelry and Watches,280.6
2,2015,Other Personal Items,155.1
2,2015,Social Security,133
2,2015,Insurance,141.5
2,2015,Dwelling Insurance,136.8
2,2015,Vehicle Insurance,137.3
2,2015,Financial Services,168.8
2,2015,Other Financial Services,168.8
2,2015,Other Services,159.5
2,2016,Total,183.7
2,2016,Food and Non-alcoholic Drinks,191.4
2,2016,Food,193.5
2,2016,Bread and Cereal,197.6
2,2016,Meat,154.7
2,2016,Fish,197.1
2,2016,"Milk, Cheese and Eggs",203.3
2,2016,Oils and Fats,181.6
2,2016,Fruit,178.4
2,2016,Vegetables,273.2
2,2016,"Sugar, Jam, Honey and Chocolate",161.5
2,2016,Other Eatable Prducts,183.9
2,2016,Non-alcoholic Drinks,173.5
2,2016,"Coffee, Tea and Cocoa",213.4
2,2016,"Mineral Water, Non-alcoholic Drinks and Juices",148.4
2,2016,"Alcoholic Drinks, Tobacco and Narcotics",341.6
2,2016,Alcoholic Drinks,210.6
2,2016,Strong Alcoholic Drinks,188.9
2,2016,Wine,214
2,2016,Beer,211.7
2,2016,Tobacco,416.2
2,2016,Clothing and Footwear,128.4
2,2016,Clothing,133.8
2,2016,Clothing Material,131.7
2,2016,Garments,132.6
2,2016,Other Garments,157.5
2,2016,Clothing Maintenance,147
2,2016,Footwear,119.4
2,2016,Footwear,116.9
2,2016,Footwear Maintenance,182.2
2,2016,"Housing, Water, Energy, Gas and Other Fuels",201.7
2,2016,Real Rent,145.9
2,2016,Rent,145.9
2,2016,Apartment Maintenance,204.2
2,2016,Materials for Apartment Maintenance,177.6
2,2016,Apartment Maintenance Services,227.8
2,2016,Waterworks and Other Housing Services,238.3
2,2016,Water Supply,257.4
2,2016,Garbage Collection,178.4
2,2016,Waste Water Drainage,310.4
2,2016,"Energy, Gas and Other Fuels",203.8
2,2016,Hosehold Electric Energy,212.7
2,2016,Gas,192.4
2,2016,Solid Fuels,175.8
2,2016,Distric Heating,285.8
2,2016,Household Equipment and Maintenance,156.1
2,2016,"Furniture, Carpets and Other Rugs",129.9
2,2016,"Furniture, Lightning and Decorative Ornaments",124.6
2,2016,Carpets and Other Floor Rugs,152.7
2,2016,"Repair of Furniture, Lighting and Floor Coverings",133.8
2,2016,Textile for Household Use,144.8
2,2016,Household Appliances,152.2
2,2016,Big Household Appliances,140.9
2,2016,Small Electrical Appliances,135.7
2,2016,Household Appliances Maintenance,285.9
2,2016,Dishes and Cutlery,174.2
2,2016,Tools and Other Equipment for House and Garden,146.2
2,2016,Bigger House and Garden Tools and Equipment,138.2
2,2016,Small Tools and Accessories,151.3
2,2016,Funds and Services for Ongoing Maintenance of Dwelling,164.4
2,2016,Dwelling Maintenance Funds,161.5
2,2016,Dwelling Maintenance Services,183.3
2,2016,Health,165.2
2,2016,Medication and Medical Equipment,174.3
2,2016,Medication,178.5
2,2016,Other Medical Products,191.7
2,2016,Therapeutic Products and Equipment,93.3
2,2016,Non-hospital Health Services,149
2,2016,Medical Services,192.8
2,2016,Dentist Services,139.5
2,2016,Accompanying Medical Services,118.3
2,2016,Transport,158.8
2,2016,Procurement of Vehicles,138.3
2,2016,Cars,136.6
2,2016,Bycicles,187.3
2,2016,Vehicles Use and Maintenance,152.7
2,2016,Reserve Parts,150.4
2,2016,Fuels and Lubricants for Passenger Vehicles,152
2,2016,Maintenance of Passenger Vehicles,152.4
2,2016,Other Vehicle Related Services,144.4
2,2016,Transport Services,190.9
2,2016,Rail Passenger Transport,140
2,2016,Road Passenger Transport,195.1
2,2016,Plane Passenger Transport,142
2,2016,Communication,133.6
2,2016,Mail Services,168.7
2,2016,Telephone Equipment,162
2,2016,Telephone and Other Equipment,127.4
2,2016,Telephone Services,127.4
2,2016,Culture and Recreation,180.2
2,2016,"Audio-Video, Photographic and Computer Equipment",89.3
2,2016,"Sound and Picture Reciving, Capturing and Reproduction Equipment",87.2
2,2016,Photographic and Film Equipment,63.4
2,2016,Computer Equipment,100.7
2,2016,Sound and Picture Capturing Medium,83.9
2,2016,"Audio-Visual, Photographic and Computer Equipment Maintenance",208.5
2,2016,Grearer Lasting Goods for Culture and Recreation,85.3
2,2016,Musical Instruments,85.3
2,2016,"Other Recreational, Garden and Pet-related Equipment",183.4
2,2016,"Toys, Games and Hobbies",191.3
2,2016,Camping and Sport Equipment,133.2
2,2016,"Garden, Seedling and Flower",170.8
2,2016,Pets and Pet-related Means and Services,124.3
2,2016,Vet and Other Pet Services,130.6
2,2016,Cultural and Recreational Services,195.8
2,2016,Recreational Services,174.7
2,2016,Cultural Services,193.7
2,2016,"Newspaper, Books and Office Equipment",180
2,2016,Books,244.2
2,2016,Newspapers and Magazines,128.2
2,2016,Office Equipments,195.7
2,2016,Package Deals,186.2
2,2016,Education,156.1
2,2016,Highschool Education,139.9
2,2016,Higher Education,160.9
2,2016,Other Types of Education,159.5
2,2016,Restaurants and Hotels,175.3
2,2016,"Restaurants, Cafes and Canteens",174
2,2016,Restaurants and Cafes,174
2,2016,Accommodation Services,171.4
2,2016,Accommodation,181.1
2,2016,Other Personal Items and Other Services,171.7
2,2016,Personal Care,179.5
2,2016,Cosmetic and Hairdresser Services,161.8
2,2016,Personal Care Electrical Equipment,171.2
2,2016,Other Personal Care Items,186.7
2,2016,Personal Items,192.7
2,2016,Jewelry and Watches,287.1
2,2016,Other Personal Items,158
2,2016,Social Security,126.6
2,2016,Insurance,142.2
2,2016,Dwelling Insurance,136.8
2,2016,Vehicle Insurance,137.9
2,2016,Financial Services,172
2,2016,Other Financial Services,172
2,2016,Other Services,162.8
2,2017,Total,189.6
2,2017,Food and Non-alcoholic Drinks,195.5
2,2017,Food,197.5
2,2017,Bread and Cereal,196.8
2,2017,Meat,163.5
2,2017,Fish,208.9
2,2017,"Milk, Cheese and Eggs",208.4
2,2017,Oils and Fats,182.4
2,2017,Fruit,175.7
2,2017,Vegetables,269.6
2,2017,"Sugar, Jam, Honey and Chocolate",169.6
2,2017,Other Eatable Prducts,188.3
2,2017,Non-alcoholic Drinks,178.4
2,2017,"Coffee, Tea and Cocoa",231
2,2017,"Mineral Water, Non-alcoholic Drinks and Juices",147.7
2,2017,"Alcoholic Drinks, Tobacco and Narcotics",363.1
2,2017,Alcoholic Drinks,212
2,2017,Strong Alcoholic Drinks,192.8
2,2017,Wine,221.2
2,2017,Beer,209
2,2017,Tobacco,455.1
2,2017,Clothing and Footwear,127.9
2,2017,Clothing,132.7
2,2017,Clothing Material,130.7
2,2017,Garments,131.4
2,2017,Other Garments,159.1
2,2017,Clothing Maintenance,148.9
2,2017,Footwear,119.9
2,2017,Footwear,117.9
2,2017,Footwear Maintenance,169.4
2,2017,"Housing, Water, Energy, Gas and Other Fuels",207.1
2,2017,Real Rent,144.8
2,2017,Rent,144.8
2,2017,Apartment Maintenance,195.1
2,2017,Materials for Apartment Maintenance,177.5
2,2017,Apartment Maintenance Services,206.7
2,2017,Waterworks and Other Housing Services,242.8
2,2017,Water Supply,263.2
2,2017,Garbage Collection,179
2,2017,Waste Water Drainage,319.9
2,2017,"Energy, Gas and Other Fuels",211.9
2,2017,Hosehold Electric Energy,220.7
2,2017,Gas,167.3
2,2017,Solid Fuels,194.3
2,2017,Distric Heating,282.7
2,2017,Household Equipment and Maintenance,158.8
2,2017,"Furniture, Carpets and Other Rugs",132.5
2,2017,"Furniture, Lightning and Decorative Ornaments",127.4
2,2017,Carpets and Other Floor Rugs,154.3
2,2017,"Repair of Furniture, Lighting and Floor Coverings",135.9
2,2017,Textile for Household Use,144.7
2,2017,Household Appliances,154.5
2,2017,Big Household Appliances,142.2
2,2017,Small Electrical Appliances,137.2
2,2017,Household Appliances Maintenance,302
2,2017,Dishes and Cutlery,176.4
2,2017,Tools and Other Equipment for House and Garden,151
2,2017,Bigger House and Garden Tools and Equipment,138.4
2,2017,Small Tools and Accessories,157.9
2,2017,Funds and Services for Ongoing Maintenance of Dwelling,167.3
2,2017,Dwelling Maintenance Funds,164.6
2,2017,Dwelling Maintenance Services,184.6
2,2017,Health,168.3
2,2017,Medication and Medical Equipment,179.5
2,2017,Medication,183.8
2,2017,Other Medical Products,195.3
2,2017,Therapeutic Products and Equipment,95.9
2,2017,Non-hospital Health Services,148.1
2,2017,Medical Services,196.3
2,2017,Dentist Services,134.9
2,2017,Accompanying Medical Services,117.8
2,2017,Transport,172
2,2017,Procurement of Vehicles,140.6
2,2017,Cars,138.7
2,2017,Bycicles,200
2,2017,Vehicles Use and Maintenance,172.2
2,2017,Reserve Parts,152
2,2017,Fuels and Lubricants for Passenger Vehicles,178.3
2,2017,Maintenance of Passenger Vehicles,160.2
2,2017,Other Vehicle Related Services,147.3
2,2017,Transport Services,191.2
2,2017,Rail Passenger Transport,140
2,2017,Road Passenger Transport,195.2
2,2017,Plane Passenger Transport,143.3
2,2017,Communication,134.9
2,2017,Mail Services,168.7
2,2017,Telephone Equipment,175.9
2,2017,Telephone and Other Equipment,127.4
2,2017,Telephone Services,127.4
2,2017,Culture and Recreation,193.9
2,2017,"Audio-Video, Photographic and Computer Equipment",87.3
2,2017,"Sound and Picture Reciving, Capturing and Reproduction Equipment",86.1
2,2017,Photographic and Film Equipment,63.5
2,2017,Computer Equipment,97.2
2,2017,Sound and Picture Capturing Medium,82.3
2,2017,"Audio-Visual, Photographic and Computer Equipment Maintenance",212.9
2,2017,Grearer Lasting Goods for Culture and Recreation,87.6
2,2017,Musical Instruments,87.6
2,2017,"Other Recreational, Garden and Pet-related Equipment",185.3
2,2017,"Toys, Games and Hobbies",195.8
2,2017,Camping and Sport Equipment,133.1
2,2017,"Garden, Seedling and Flower",176.1
2,2017,Pets and Pet-related Means and Services,125.1
2,2017,Vet and Other Pet Services,133.5
2,2017,Cultural and Recreational Services,198.9
2,2017,Recreational Services,165.8
2,2017,Cultural Services,201.4
2,2017,"Newspaper, Books and Office Equipment",193.1
2,2017,Books,274.4
2,2017,Newspapers and Magazines,128.2
2,2017,Office Equipments,201
2,2017,Package Deals,263.4
2,2017,Education,157.3
2,2017,Highschool Education,139.9
2,2017,Higher Education,161.9
2,2017,Other Types of Education,162.5
2,2017,Restaurants and Hotels,177.7
2,2017,"Restaurants, Cafes and Canteens",177.5
2,2017,Restaurants and Cafes,177.5
2,2017,Accommodation Services,169.8
2,2017,Accommodation,175.5
2,2017,Other Personal Items and Other Services,171.4
2,2017,Personal Care,179.9
2,2017,Cosmetic and Hairdresser Services,160.6
2,2017,Personal Care Electrical Equipment,176.1
2,2017,Other Personal Care Items,187.6
2,2017,Personal Items,192.6
2,2017,Jewelry and Watches,283.7
2,2017,Other Personal Items,158.4
2,2017,Social Security,125.5
