Use,Year,EnergySources,Amount
Primary Energy Production,2013,Special Gasoline (t),0.0
Primary Energy Production,2013,Lubricants (t),0.0
Primary Energy Production,2013,Bitumen (t),0.0
Primary Energy Production,2013,Paraffin wax (t),0.0
Primary Energy Production,2013,Petroleum Coke (t),0.0
Primary Energy Production,2013,Other Petroleum Products (t),0.0
Primary Energy Production,2013,Natural Gas (thousands of m3),531188.0
Primary Energy Production,2013,Firewood (t),2897506.0
Primary Energy Production,2013,Wood Residue and Wood Chips (t),65964.0
Primary Energy Production,2013,Wood Briquettes (t),0.0
Primary Energy Production,2013,Wood Pellets (t),0.0
Primary Energy Production,2013,Charcoal (t),0.0
Primary Energy Production,2013,Biogas (thousands of m3),10135.0
Import,2013,Total Electrical Energy (GWh),4077.0
Import,2013,Anthracite (t),21021.0
Import,2013,Other Bituminous Coal (t),80079.0
Import,2013,"Sub-bituminous Coal, Brown Coal and Lignite (t)",305760.0
Import,2013,Coal Briquette (t),0.0
Import,2013,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",6720.0
Import,2013,Coal Tar (t),6.0
Import,2013,Coke (t),183819.0
Import,2013,Blast Furnace Gas (thousands of m3),0.0
Import,2013,Crude Oil (t),1607849.0
Import,2013,Natural Gas Liquids (t),65523.0
Import,2013,Refined Raw Material (t),71121.0
Import,2013,Additives (t),3743.0
Import,2013,Other Hydrocarbons (t),0.0
Import,2013,Refinery Gas (t),0.0
Import,2013,LPG (t),164401.0
Import,2013,Oil (t),7152.0
Import,2013,Unleaded Motor Gasoline (t),51775.0
Import,2013,Lead Gasoline (t),0.0
Import,2013,Plane Gasoline (t),603.0
Import,2013,Kerosene Type Jet Engine Fuel (t),134.0
Import,2013,Other Kerosene (t),0.0
Import,2013,Diesel (t),390898.0
Import,2013,Fuel Oil and Other Gas Oils (t),6079.0
Import,2013,Mazut S≥1% (t),2406.0
Import,2013,Mazut S<1% (t),0.0
Import,2013,Special Gasoline (t),4819.0
Import,2013,Lubricants (t),74368.0
Import,2013,Bitumen (t),8389.0
Import,2013,Paraffin wax (t),4548.0
Import,2013,Petroleum Coke (t),71671.0
Import,2013,Other Petroleum Products (t),0.0
Import,2013,Natural Gas (thousands of m3),1887480.0
Import,2013,Firewood (t),8789.0
Import,2013,Wood Residue and Wood Chips (t),0.0
Import,2013,Wood Briquettes (t),154.0
Import,2013,Wood Pellets (t),2648.0
Import,2013,Charcoal (t),335.0
Import,2013,Biogas (thousands of m3),0.0
Export,2013,Total Electrical Energy (GWh),6614.0
Export,2013,Anthracite (t),3008.0
Export,2013,Other Bituminous Coal (t),0.0
Export,2013,"Sub-bituminous Coal, Brown Coal and Lignite (t)",52841.0
Export,2013,Coal Briquette (t),2.0
Export,2013,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",62271.0
Export,2013,Coal Tar (t),0.0
Export,2013,Coke (t),5.0
Export,2013,Blast Furnace Gas (thousands of m3),0.0
Export,2013,Crude Oil (t),0.0
Export,2013,Natural Gas Liquids (t),0.0
Export,2013,Refined Raw Material (t),0.0
Export,2013,Additives (t),3201.0
Export,2013,Other Hydrocarbons (t),0.0
Export,2013,Refinery Gas (t),0.0
Export,2013,LPG (t),14167.0
Export,2013,Oil (t),965.0
Export,2013,Unleaded Motor Gasoline (t),67976.0
Export,2013,Lead Gasoline (t),0.0
Export,2013,Plane Gasoline (t),36.0
Export,2013,Kerosene Type Jet Engine Fuel (t),31957.0
Export,2013,Other Kerosene (t),0.0
Export,2013,Diesel (t),28575.0
Export,2013,Fuel Oil and Other Gas Oils (t),0.0
Export,2013,Mazut S≥1% (t),104281.0
Export,2013,Mazut S<1% (t),32107.0
Export,2013,Special Gasoline (t),12.0
Export,2013,Lubricants (t),6960.0
Export,2013,Bitumen (t),172184.0
Export,2013,Paraffin wax (t),103.0
Export,2013,Petroleum Coke (t),782.0
Export,2013,Other Petroleum Products (t),105295.0
Export,2013,Natural Gas (thousands of m3),0.0
Export,2013,Firewood (t),23350.0
Export,2013,Wood Residue and Wood Chips (t),0.0
Export,2013,Wood Briquettes (t),11477.0
Export,2013,Wood Pellets (t),100765.0
Export,2013,Charcoal (t),10179.0
Export,2013,Biogas (thousands of m3),0.0
Inventory Balance,2013,Total Electrical Energy (GWh),0.0
Inventory Balance,2013,Anthracite (t),1795.0
Inventory Balance,2013,Other Bituminous Coal (t),2950.0
Inventory Balance,2013,"Sub-bituminous Coal, Brown Coal and Lignite (t)",-230307.0
Inventory Balance,2013,Coal Briquette (t),0.0
Inventory Balance,2013,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",35551.0
Inventory Balance,2013,Coal Tar (t),0.0
Inventory Balance,2013,Coke (t),16058.0
Inventory Balance,2013,Blast Furnace Gas (thousands of m3),0.0
Inventory Balance,2013,Crude Oil (t),-20573.0
Inventory Balance,2013,Natural Gas Liquids (t),406.0
Inventory Balance,2013,Refined Raw Material (t),-2974.0
Inventory Balance,2013,Additives (t),1342.0
Inventory Balance,2013,Other Hydrocarbons (t),0.0
Inventory Balance,2013,Refinery Gas (t),0.0
Inventory Balance,2013,LPG (t),11229.0
Inventory Balance,2013,Oil (t),32188.0
Inventory Balance,2013,Unleaded Motor Gasoline (t),10545.0
Inventory Balance,2013,Lead Gasoline (t),0.0
Inventory Balance,2013,Plane Gasoline (t),47.0
Inventory Balance,2013,Kerosene Type Jet Engine Fuel (t),471.0
Inventory Balance,2013,Other Kerosene (t),0.0
Inventory Balance,2013,Diesel (t),8992.0
Inventory Balance,2013,Fuel Oil and Other Gas Oils (t),3678.0
Inventory Balance,2013,Mazut S≥1% (t),-34877.0
Inventory Balance,2013,Mazut S<1% (t),10437.0
Inventory Balance,2013,Special Gasoline (t),-17.0
Inventory Balance,2013,Lubricants (t),-6633.0
Inventory Balance,2013,Bitumen (t),314.0
Inventory Balance,2013,Paraffin wax (t),36.0
Inventory Balance,2013,Petroleum Coke (t),19721.0
Inventory Balance,2013,Other Petroleum Products (t),45221.0
Inventory Balance,2013,Natural Gas (thousands of m3),-74500.0
Inventory Balance,2013,Firewood (t),-31255.0
Inventory Balance,2013,Wood Residue and Wood Chips (t),0.0
Inventory Balance,2013,Wood Briquettes (t),2431.0
Inventory Balance,2013,Wood Pellets (t),-757.0
Inventory Balance,2013,Charcoal (t),-152.0
Inventory Balance,2013,Biogas (thousands of m3),0.0
Total Energy Available,2013,Total Electrical Energy (GWh),-2537.0
Total Energy Available,2013,Anthracite (t),19808.0
Total Energy Available,2013,Other Bituminous Coal (t),83029.0
Total Energy Available,2013,"Sub-bituminous Coal, Brown Coal and Lignite (t)",40319735.0
Total Energy Available,2013,Coal Briquette (t),0.0
Total Energy Available,2013,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",-20000.0
Total Energy Available,2013,Coal Tar (t),6.0
Total Energy Available,2013,Coke (t),199872.0
Total Energy Available,2013,Blast Furnace Gas (thousands of m3),0.0
Total Energy Available,2013,Crude Oil (t),2747371.0
Total Energy Available,2013,Natural Gas Liquids (t),101372.0
Total Energy Available,2013,Refined Raw Material (t),68147.0
Total Energy Available,2013,Additives (t),1884.0
Total Energy Available,2013,Other Hydrocarbons (t),0.0
Total Energy Available,2013,Refinery Gas (t),0.0
Total Energy Available,2013,LPG (t),161463.0
Total Energy Available,2013,Oil (t),38375.0
Total Energy Available,2013,Unleaded Motor Gasoline (t),-5656.0
Total Energy Available,2013,Lead Gasoline (t),0.0
Total Energy Available,2013,Plane Gasoline (t),614.0
Total Energy Available,2013,Kerosene Type Jet Engine Fuel (t),-31352.0
Total Energy Available,2013,Other Kerosene (t),0.0
Total Energy Available,2013,Diesel (t),371315.0
Total Energy Available,2013,Fuel Oil and Other Gas Oils (t),287.0
Total Energy Available,2013,Mazut S≥1% (t),-136752.0
Total Energy Available,2013,Mazut S<1% (t),-21670.0
Total Energy Available,2013,Special Gasoline (t),4790.0
Total Energy Available,2013,Lubricants (t),60775.0
Total Energy Available,2013,Bitumen (t),-163481.0
Total Energy Available,2013,Paraffin wax (t),4481.0
Total Energy Available,2013,Petroleum Coke (t),90610.0
Total Energy Available,2013,Other Petroleum Products (t),-60074.0
Total Energy Available,2013,Natural Gas (thousands of m3),2344168.0
Total Energy Available,2013,Firewood (t),2851690.0
Total Energy Available,2013,Wood Residue and Wood Chips (t),65964.0
Total Energy Available,2013,Wood Briquettes (t),-8892.0
Total Energy Available,2013,Wood Pellets (t),-98874.0
Total Energy Available,2013,Charcoal (t),-9996.0
Total Energy Available,2013,Biogas (thousands of m3),10135.0
Statistical Difference,2013,Total Electrical Energy (GWh),0.0
Statistical Difference,2013,Anthracite (t),0.0
Statistical Difference,2013,Other Bituminous Coal (t),0.0
Statistical Difference,2013,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Statistical Difference,2013,Coal Briquette (t),-2.0
Statistical Difference,2013,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Statistical Difference,2013,Coal Tar (t),0.0
Statistical Difference,2013,Coke (t),0.0
Statistical Difference,2013,Blast Furnace Gas (thousands of m3),0.0
Statistical Difference,2013,Crude Oil (t),0.0
Statistical Difference,2013,Natural Gas Liquids (t),0.0
Statistical Difference,2013,Refined Raw Material (t),0.0
Statistical Difference,2013,Additives (t),0.0
Statistical Difference,2013,Other Hydrocarbons (t),0.0
Statistical Difference,2013,Refinery Gas (t),0.0
Statistical Difference,2013,LPG (t),0.0
Statistical Difference,2013,Oil (t),0.0
Statistical Difference,2013,Unleaded Motor Gasoline (t),0.0
Statistical Difference,2013,Lead Gasoline (t),0.0
Statistical Difference,2013,Plane Gasoline (t),0.0
Statistical Difference,2013,Kerosene Type Jet Engine Fuel (t),0.0
Statistical Difference,2013,Other Kerosene (t),0.0
Statistical Difference,2013,Diesel (t),0.0
Statistical Difference,2013,Fuel Oil and Other Gas Oils (t),0.0
Statistical Difference,2013,Mazut S≥1% (t),0.0
Statistical Difference,2013,Mazut S<1% (t),0.0
Statistical Difference,2013,Special Gasoline (t),0.0
Statistical Difference,2013,Lubricants (t),0.0
Statistical Difference,2013,Bitumen (t),0.0
Statistical Difference,2013,Paraffin wax (t),0.0
Statistical Difference,2013,Petroleum Coke (t),0.0
Statistical Difference,2013,Other Petroleum Products (t),0.0
Statistical Difference,2013,Natural Gas (thousands of m3),0.0
Statistical Difference,2013,Firewood (t),0.0
Statistical Difference,2013,Wood Residue and Wood Chips (t),0.0
Statistical Difference,2013,Wood Briquettes (t),0.0
Statistical Difference,2013,Wood Pellets (t),0.0
Statistical Difference,2013,Charcoal (t),0.0
Statistical Difference,2013,Biogas (thousands of m3),0.0
Energy Production Cost,2013,Total Electrical Energy (GWh),0.0
Energy Production Cost,2013,Anthracite (t),0.0
Energy Production Cost,2013,Other Bituminous Coal (t),31036.0
Energy Production Cost,2013,"Sub-bituminous Coal, Brown Coal and Lignite (t)",39311888.0
Energy Production Cost,2013,Coal Briquette (t),0.0
Energy Production Cost,2013,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",84233.0
Energy Production Cost,2013,Coal Tar (t),0.0
Energy Production Cost,2013,Coke (t),186467.0
Energy Production Cost,2013,Blast Furnace Gas (thousands of m3),271319.0
Energy Production Cost,2013,Crude Oil (t),2747371.0
Energy Production Cost,2013,Natural Gas Liquids (t),101372.0
Energy Production Cost,2013,Refined Raw Material (t),242123.0
Energy Production Cost,2013,Additives (t),16837.0
Energy Production Cost,2013,Other Hydrocarbons (t),28000.0
Energy Production Cost,2013,Refinery Gas (t),0.0
Energy Production Cost,2013,LPG (t),9.0
Energy Production Cost,2013,Oil (t),146559.0
Energy Production Cost,2013,Unleaded Motor Gasoline (t),0.0
Energy Production Cost,2013,Lead Gasoline (t),0.0
Energy Production Cost,2013,Plane Gasoline (t),0.0
Energy Production Cost,2013,Kerosene Type Jet Engine Fuel (t),0.0
Energy Production Cost,2013,Other Kerosene (t),0.0
Energy Production Cost,2013,Diesel (t),0.0
Energy Production Cost,2013,Fuel Oil and Other Gas Oils (t),38115.0
Energy Production Cost,2013,Mazut S≥1% (t),93184.0
Energy Production Cost,2013,Mazut S<1% (t),1706.0
Energy Production Cost,2013,Special Gasoline (t),0.0
Energy Production Cost,2013,Lubricants (t),0.0
Energy Production Cost,2013,Bitumen (t),0.0
Energy Production Cost,2013,Paraffin wax (t),0.0
Energy Production Cost,2013,Petroleum Coke (t),0.0
Energy Production Cost,2013,Other Petroleum Products (t),605.0
Energy Production Cost,2013,Natural Gas (thousands of m3),909362.0
Energy Production Cost,2013,Firewood (t),208970.0
Energy Production Cost,2013,Wood Residue and Wood Chips (t),65964.0
Energy Production Cost,2013,Wood Briquettes (t),1131.0
Energy Production Cost,2013,Wood Pellets (t),1390.0
Energy Production Cost,2013,Charcoal (t),0.0
Energy Production Cost,2013,Biogas (thousands of m3),5940.0
Generation of Energy by Transformation,2013,Total Electrical Energy (GWh),29024.0
Generation of Energy by Transformation,2013,Anthracite (t),0.0
Generation of Energy by Transformation,2013,Other Bituminous Coal (t),0.0
Generation of Energy by Transformation,2013,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Generation of Energy by Transformation,2013,Coal Briquette (t),0.0
Generation of Energy by Transformation,2013,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",516179.0
Generation of Energy by Transformation,2013,Coal Tar (t),0.0
Generation of Energy by Transformation,2013,Coke (t),0.0
Generation of Energy by Transformation,2013,Blast Furnace Gas (thousands of m3),755619.0
Generation of Energy by Transformation,2013,Crude Oil (t),0.0
Generation of Energy by Transformation,2013,Natural Gas Liquids (t),0.0
Generation of Energy by Transformation,2013,Refined Raw Material (t),0.0
Generation of Energy by Transformation,2013,Additives (t),14953.0
Generation of Energy by Transformation,2013,Other Hydrocarbons (t),28000.0
Generation of Energy by Transformation,2013,Refinery Gas (t),47074.0
Generation of Energy by Transformation,2013,LPG (t),202212.0
Generation of Energy by Transformation,2013,Oil (t),439132.0
Generation of Energy by Transformation,2013,Unleaded Motor Gasoline (t),401469.0
Generation of Energy by Transformation,2013,Lead Gasoline (t),0.0
Generation of Energy by Transformation,2013,Plane Gasoline (t),0.0
Generation of Energy by Transformation,2013,Kerosene Type Jet Engine Fuel (t),73235.0
Generation of Energy by Transformation,2013,Other Kerosene (t),0.0
Generation of Energy by Transformation,2013,Diesel (t),1073903.0
Generation of Energy by Transformation,2013,Fuel Oil and Other Gas Oils (t),85550.0
Generation of Energy by Transformation,2013,Mazut S≥1% (t),320418.0
Generation of Energy by Transformation,2013,Mazut S<1% (t),75028.0
Generation of Energy by Transformation,2013,Special Gasoline (t),0.0
Generation of Energy by Transformation,2013,Lubricants (t),39702.0
Generation of Energy by Transformation,2013,Bitumen (t),240209.0
Generation of Energy by Transformation,2013,Paraffin wax (t),0.0
Generation of Energy by Transformation,2013,Petroleum Coke (t),17552.0
Generation of Energy by Transformation,2013,Other Petroleum Products (t),172829.0
Generation of Energy by Transformation,2013,Natural Gas (thousands of m3),0.0
Generation of Energy by Transformation,2013,Firewood (t),0.0
Generation of Energy by Transformation,2013,Wood Residue and Wood Chips (t),0.0
Generation of Energy by Transformation,2013,Wood Briquettes (t),17276.0
Generation of Energy by Transformation,2013,Wood Pellets (t),111421.0
Generation of Energy by Transformation,2013,Charcoal (t),10866.0
Generation of Energy by Transformation,2013,Biogas (thousands of m3),0.0
Exchange,2013,Total Electrical Energy (GWh),10853.0
Exchange,2013,Anthracite (t),0.0
Exchange,2013,Other Bituminous Coal (t),0.0
Exchange,2013,"Sub-bituminous Coal, Brown Coal and Lignite (t)",0.0
Exchange,2013,Coal Briquette (t),0.0
Exchange,2013,"Briquette of Brown Coal and Lignite, Dried Lignite (t)",0.0
Exchange,2013,Coal Tar (t),0.0
Exchange,2013,Coke (t),0.0
Exchange,2013,Blast Furnace Gas (thousands of m3),0.0
Exchange,2013,Crude Oil (t),0.0
Exchange,2013,Natural Gas Liquids (t),0.0
Exchange,2013,Refined Raw Material (t),0.0
Exchange,2013,Additives (t),0.0
Exchange,2013,Other Hydrocarbons (t),0.0
Exchange,2013,Refinery Gas (t),0.0
Exchange,2013,LPG (t),0.0
Exchange,2013,Oil (t),0.0
Exchange,2013,Unleaded Motor Gasoline (t),0.0
Exchange,2013,Lead Gasoline (t),0.0
Exchange,2013,Plane Gasoline (t),0.0
Exchange,2013,Kerosene Type Jet Engine Fuel (t),0.0
Exchange,2013,Other Kerosene (t),0.0
Exchange,2013,Diesel (t),0.0
Exchange,2013,Fuel Oil and Other Gas Oils (t),0.0
Exchange,2013,Mazut S≥1% (t),0.0
Exchange,2013,Mazut S<1% (t),0.0
Exchange,2013,Special Gasoline (t),0.0
Exchange,2013,Lubricants (t),0.0
Exchange,2013,Bitumen (t),0.0
Exchange,2013,Paraffin wax (t),0.0
Exchange,2013,Petroleum Coke (t),0.0
Exchange,2013,Other Petroleum Products (t),0.0
Exchange,2013,Natural Gas (thousands of m3),0.0
Exchange,2013,Firewood (t),0.0
Exchange,2013,Wood Residue and Wood Chips (t),0.0
Exchange,2013,Wood Briquettes (t),0.0
